date,open,high,low,close,volume,returns,log_returns,volatility,sma_20,sma_60
2025-03-25,132.2,132.88,130.59,132.25,7058077,-0.013795674869500285,-0.013891719549223988,0.24546022898316872,143.69400000000002,132.47433333333333
2025-03-26,132.49,133.66,131.26,132.54,38124641,0.002192816635160577,0.0021904159216719404,0.24483075876642785,142.525,132.90966666666665
2025-03-27,133.04,133.2,131.78,133.14,35376708,0.004526935264825616,0.0045167195124766486,0.24636692782274036,141.5165,133.363
2025-03-28,132.21,133.06,131.08,132.8,22275755,-0.002553702869160124,-0.002556969130223916,0.24442879664202602,140.47150000000002,133.8035
2025-03-31,134.45,136.29,133.07,134.65,47405166,0.01393072289156616,0.013834582215274335,0.2516638987655139,139.4735,134.26683333333332
2025-04-01,135.14,136.31,133.4,135.05,14428650,0.002970664686223534,0.0029662609810166564,0.2527996235334286,138.596,134.723
2025-04-02,133.79,134.9,131.91,134.24,29857354,-0.005997778600518311,-0.006015837519728518,0.25237478903266686,137.7535,135.10766666666666
2025-04-03,136.88,137.86,136.4,136.73,46461165,0.01854886769964237,0.01837893560209418,0.26335307056055923,137.1565,135.525
2025-04-04,136.02,137.46,134.16,135.56,33244272,-0.008557010166020507,-0.008593831582139583,0.2618049030730101,136.4675,135.86133333333333
2025-04-07,136.69,138.86,136.47,137.21,28598943,0.012171732074358177,0.012098252194233204,0.26791318272506,135.928,136.2095
2025-04-08,136.43,136.91,135.64,136.89,18390182,-0.002332191531229655,-0.0023349153256631144,0.2142814741313802,135.71800000000002,136.52066666666667
2025-04-09,137.91,139.1,136.66,137.77,44726176,0.006428519249032316,0.006407944449087047,0.19846276031709426,135.721,136.8485
2025-04-10,142.5,143.17,142.01,142.14,24076711,0.03171953255425697,0.0312268593422413,0.22636536454088851,135.88,137.246
2025-04-11,141.34,143.33,140.76,140.84,42931347,-0.009145912480652774,-0.009187993111897228,0.22804879376626547,135.9235,137.6555
2025-04-14,144.64,146.61,142.6,144.63,48628631,0.02690996875887519,0.026554262798788714,0.24140213232991994,136.2405,138.1555
2025-04-15,142.5,144.57,142.21,142.59,31231644,-0.014104957477701685,-0.014205377791612808,0.2210632614545531,136.6545,138.5805
2025-04-16,141.68,143.48,139.83,141.84,22145754,-0.005259835893120179,-0.005273717528075351,0.22151455032460704,136.96599999999998,138.99583333333334
2025-04-17,142.34,144.11,141.89,142.02,39803796,0.0012690355329949554,0.0012682309879951483,0.2146756144879591,137.17149999999998,139.382
2025-04-18,139.63,141.37,139.21,139.55,19842929,-0.017391916631460336,-0.017544932771616367,0.2209938646224819,137.327,139.69916666666666
2025-04-21,140.84,142.8,139.99,140.42,25780559,0.006234324614833309,0.006214971606771516,0.2105559935272879,137.643,139.96
2025-04-22,139.05,140.19,137.61,138.92,28676466,-0.010682238997293814,-0.010739703713229487,0.20765204100746992,137.9765,140.18916666666667
2025-04-23,140.15,141.25,138.11,139.63,29053941,0.00511085516844223,0.005097839078230039,0.20784485702656688,138.331,140.4
2025-04-24,139.38,140.91,137.65,138.81,48813157,-0.005872663467736072,-0.005889975367085345,0.20989376452109001,138.6145,140.58316666666667
2025-04-25,134.48,135.58,134.47,134.69,33137049,-0.029680858727757387,-0.030130249976294446,0.23817318958971317,138.709,140.69733333333335
2025-04-28,135.39,136.43,135.3,135.66,36207299,0.0072017224738287755,0.007175913907209973,0.23442613473400792,138.7595,140.75383333333335
2025-04-29,134.7,135.84,132.28,134.1,42404148,-0.011499336576735963,-0.011565965230300644,0.2379845623158448,138.71200000000002,140.78516666666664
2025-04-30,134.27,135.34,132.51,133.79,38873898,-0.0023117076808352177,-0.0023143838021049204,0.23716134267242295,138.6895,140.80783333333332
2025-05-01,131.87,132.56,131.21,132.26,14448138,-0.01143583227445999,-0.01150172423901164,0.22971938825156482,138.46599999999998,140.79466666666667
2025-05-02,131.37,132.86,130.55,131.15,13160252,-0.008392560108876346,-0.008427975933633525,0.22965369935977606,138.2455,140.773
2025-05-05,129.65,130.4,129.04,129.74,21299888,-0.010751048417842135,-0.010809258527973306,0.22586719708545785,137.872,140.72516666666667
2025-05-06,128.69,129.28,128.48,128.52,39611267,-0.009403422229073533,-0.009447913537251633,0.22710603144045932,137.45350000000002,140.63133333333334
2025-05-07,127.08,127.42,126.31,127.07,29639514,-0.011282290694055508,-0.011346418531214821,0.2259978407446273,136.9185,140.42849999999999
2025-05-08,127.44,128.2,126.98,127.61,49805395,0.004249626190288902,0.004240622029442061,0.1860102961084245,136.192,140.19533333333337
2025-05-09,124.64,126.08,124.59,125.27,8636194,-0.01833712091528883,-0.01850732988978448,0.19130867874861554,135.4135,139.98383333333334
2025-05-12,124.39,125.12,123.15,124.15,40216549,-0.008940688113674433,-0.008980895901924909,0.14735596718914418,134.3895,139.69566666666665
2025-05-13,124.09,124.67,122.92,123.9,14573915,-0.002013693113169568,-0.002015723319078867,0.14648540515559888,133.45499999999998,139.31683333333334
2025-05-14,125.98,126.48,125.8,125.87,15118959,0.015899919289749764,0.015774839668316793,0.16749159134593453,132.6565,138.96416666666664
2025-05-15,122.94,123.29,121.8,122.5,10637324,-0.026773655358703463,-0.027138598318631954,0.1806323384206333,131.6805,138.50216666666665
2025-05-16,121.31,122.26,121.13,121.24,23430328,-0.010285714285714342,-0.01033897779517933,0.17709506466889335,130.765,138.00833333333333
2025-05-19,118.55,120.29,118.49,118.9,8719690,-0.019300560870999628,-0.019489248492866214,0.17506863767701716,129.689,137.39466666666667
2025-05-20,120.72,121.83,119.53,121.01,37727953,0.01774600504625745,0.017590383113225076,0.19743089920719822,128.7935,136.82133333333334
2025-05-21,122.3,122.92,121.33,122.2,17193719,0.0098338980249566,0.009785859927533802,0.20187307374780342,127.922,136.25933333333333
2025-05-22,122.52,124.01,122.32,122.86,26942896,0.0054009819967266726,0.005386448998286398,0.2063054176117866,127.12450000000001,135.75183333333334
2025-05-23,119.26,119.8,117.63,119.49,10802820,-0.027429594660589363,-0.02781280987411888,0.203007007412883,126.36449999999999,135.18166666666667
2025-05-26,120.22,121.01,119.0,120.36,16392075,0.007280944012051149,0.007254565900181855,0.20307495769820685,125.59949999999999,134.61083333333335
2025-05-27,122.79,124.02,120.77,122.15,20900537,0.014872050515121416,0.014762545941905113,0.21465386969216477,125.002,134.10333333333332
2025-05-28,119.97,120.23,118.57,120.16,8343201,-0.016291444944740108,-0.016425609687924895,0.2184073467329214,124.3205,133.58783333333332
2025-05-29,119.04,120.52,118.33,119.38,16658397,-0.006491344873502003,-0.006512505275320818,0.2172574702829614,123.6765,133.09966666666668
2025-05-30,118.51,120.46,118.25,118.75,39844923,-0.005277265873680603,-0.0052912398257531305,0.21689728691735313,123.0565,132.58983333333333
2025-06-02,118.87,119.7,117.94,118.67,23330099,-0.0006736842105262708,-0.0006739112377028362,0.21621863613081468,122.503,132.101
2025-06-03,118.27,120.05,117.03,118.63,12142027,-0.0003370691834500006,-0.00033712600403588744,0.21580889788616126,122.0085,131.72666666666666
2025-06-04,119.22,120.41,117.57,119.0,32120474,0.0031189412458905164,0.0031140874385173984,0.215335601086958,121.60500000000002,131.41483333333335
2025-06-05,117.47,117.96,115.96,117.64,42558223,-0.011428571428571455,-0.011494379425735134,0.21534530019297915,121.10650000000001,131.05949999999999
2025-06-06,115.27,116.18,113.83,115.56,29589434,-0.017681060863651843,-0.017839238087759803,0.21477666697868383,120.62100000000001,130.65266666666668
2025-06-09,114.77,114.94,114.13,114.8,24016925,-0.00657667012807206,-0.0065983917125685175,0.21420961040154968,120.15350000000001,130.26116666666667
2025-06-10,113.69,115.32,112.55,113.05,5391050,-0.015243902439024404,-0.015361285161487206,0.21784670588608418,119.61099999999999,129.90683333333334
2025-06-11,111.55,111.77,109.89,111.44,34817093,-0.014241486068111486,-0.014343869252428624,0.20641768576301692,118.8895,129.504
2025-06-12,107.73,108.99,106.86,107.81,18627184,-0.032573582196697703,-0.033115910920523635,0.21501128809734546,118.155,129.00233333333333
2025-06-13,109.18,110.6,107.94,109.29,33406364,0.013727854558946317,0.013634481137555589,0.22570642904089602,117.5575,128.54983333333334
2025-06-16,110.26,111.77,109.21,110.76,21103125,0.013450452923414735,0.013360798614178947,0.22826018669885864,117.15050000000001,128.16083333333333
2025-06-17,109.68,110.31,108.79,109.68,43930784,-0.009750812567713929,-0.0097986630487021,0.2148857424118126,116.58399999999999,127.78466666666667
2025-06-18,108.3,109.45,107.02,108.44,11827997,-0.011305616338439184,-0.011370010623594263,0.20878654170085742,115.896,127.383
2025-06-19,109.72,111.21,108.77,109.87,37291022,0.013187015861305884,0.0131008240823249,0.2160648898675304,115.2465,126.99516666666666
2025-06-20,108.95,109.76,108.34,108.82,44431963,-0.009556748885046096,-0.009602707655010437,0.20075901243568114,114.71300000000001,126.5955
2025-06-23,109.11,109.44,107.86,108.36,41115075,-0.0042271641242418445,-0.004236123840884897,0.19582948662855149,114.11300000000001,126.15733333333333
2025-06-24,108.08,108.78,107.04,107.4,27710077,-0.008859357696566983,-0.008898835142130032,0.18119544407178892,113.37549999999999,125.6965
2025-06-25,105.85,106.17,105.82,105.89,15932988,-0.014059590316573556,-0.014159362632401236,0.1797389297711093,112.662,125.22399999999999
2025-06-26,108.22,109.9,107.74,108.3,45958482,0.02275946737180079,0.02250433456458172,0.20710319509877445,112.10799999999999,124.75016666666667
2025-06-27,108.06,108.76,107.76,107.77,5726891,-0.0048938134810710965,-0.004905827398204583,0.20709539366566113,111.559,124.287
2025-06-30,107.77,108.34,107.75,107.76,23720147,-9.279020135466443e-05,-9.279450663172523e-05,0.20725755254067335,111.0135,123.79616666666666
2025-07-01,109.64,110.45,109.35,109.73,38014064,0.018281365998515264,0.01811627090059926,0.2224693814687454,110.5685,123.34349999999999
2025-07-02,110.81,111.52,109.43,110.88,18714969,0.01048026975303018,0.010425732438885357,0.22699368274258233,110.1625,122.89533333333334
2025-07-03,110.58,111.51,109.38,110.38,43623557,-0.004509379509379463,-0.004519577430237831,0.2250807412476883,109.7995,122.366
2025-07-04,110.94,111.32,110.27,110.36,34259778,-0.00018119224497192832,-0.00018120866226990195,0.21850423905792885,109.5395,121.85799999999999
2025-07-07,109.33,110.1,107.87,108.81,19884066,-0.014044943820224698,-0.014144507386164625,0.2220632192927329,109.23999999999998,121.26100000000001
2025-07-08,109.5,111.14,108.13,109.11,28319720,0.0027570995312931057,0.002753305704086696,0.21759871154284405,109.043,120.703
2025-07-09,107.51,108.07,107.12,107.74,43542283,-0.01255613600953176,-0.012635630414619757,0.21638745648988597,108.85799999999999,120.13466666666666
2025-07-10,108.8,109.85,108.08,108.86,14297426,0.01039539632448494,0.010341735753666339,0.18649805337529568,108.9105,119.58200000000001
2025-07-11,107.59,108.16,106.68,107.43,11131233,-0.013136138159103417,-0.013223180327602923,0.18569892634779095,108.8175,119.04666666666667
2025-07-14,106.21,107.1,106.14,106.49,13131104,-0.00874988364516438,-0.008788388651158715,0.17973901865891376,108.604,118.48116666666667
2025-07-15,107.44,108.93,106.7,107.19,40350467,0.006573387172504441,0.006551876676135703,0.17962614989716755,108.4795,117.95233333333334
2025-07-16,106.99,107.27,105.79,106.67,32412217,-0.004851198805858714,-0.004863004066036616,0.17618428964825614,108.391,117.403
2025-07-17,104.74,105.02,104.51,104.75,16027045,-0.0179994375175776,-0.018163397835144375,0.1781973029657576,108.13500000000002,116.83533333333334
2025-07-18,103.94,105.28,102.61,103.71,20235324,-0.009928400954653971,-0.009978016200604288,0.17840215299513715,107.87950000000001,116.319
2025-07-21,105.25,105.73,104.8,105.13,24519203,0.013692025841288258,0.013599136986096723,0.18702175757143466,107.71799999999999,115.81016666666667
2025-07-22,106.45,107.53,105.9,106.55,22049512,0.013507086464377371,0.013416678956886549,0.19204724010305488,107.67549999999999,115.35099999999998
2025-07-23,104.31,105.07,103.69,104.52,46178569,-0.01905208822149229,-0.019235917892214443,0.19752146441014393,107.607,114.86316666666667
2025-07-24,105.74,105.96,104.36,105.91,37530664,0.013298890164561872,0.013211236203166183,0.1851646782102599,107.4875,114.42399999999999
2025-07-25,109.62,109.69,107.88,109.28,5572805,0.03181946936077806,0.03132371896690212,0.21800498268354754,107.56299999999999,114.0595
2025-07-28,110.68,112.34,110.04,110.29,36250441,0.009242313323572615,0.00919986449557575,0.22001541572353275,107.6895,113.73533333333333
2025-07-29,111.37,111.64,109.97,111.45,8477726,0.0105177259951037,0.010462799513822204,0.21368008988707854,107.7755,113.45083333333334
2025-07-30,113.78,114.75,113.39,113.48,44278161,0.018214445939883417,0.018050550108772795,0.2199677248170054,107.9055,113.22433333333333
2025-07-31,111.74,113.34,111.12,111.46,45287612,-0.017800493479027235,-0.017960827799260396,0.2294392024512149,107.9595,112.95516666666666
2025-08-01,113.07,113.88,111.9,112.8,38673572,0.012022250134577472,0.01195055692256827,0.232960241302013,108.08149999999998,112.74733333333333
2025-08-04,112.79,114.15,111.73,113.01,49954120,0.0018617021276596812,0.0018599713081009761,0.2258930696416286,108.2915,112.56166666666668
2025-08-05,111.37,112.99,110.79,111.45,18370270,-0.013804088133793524,-0.013900250540181585,0.2326953821419227,108.4085,112.35416666666667
2025-08-06,111.02,111.45,109.79,111.05,35747400,-0.0035890533871691943,-0.003595509491441474,0.2278089631232548,108.574,112.10716666666667
2025-08-07,111.84,113.36,111.71,111.94,37455036,0.00801440792435848,0.007982463122777153,0.22674564156582258,108.728,111.93116666666667
2025-08-08,110.87,111.87,108.78,110.31,26047578,-0.014561372163659048,-0.014668429481923134,0.22801806748172262,108.872,111.74900000000001
2025-08-11,111.34,112.75,110.53,111.47,37220717,0.010515819055389342,0.010460912420241764,0.22687207790418137,109.12100000000001,111.62516666666666
2025-08-12,113.47,114.46,112.62,113.61,18899517,0.01919799049071491,0.01901603418028096,0.23426880035118644,109.44200000000001,111.50183333333334
2025-08-13,113.9,115.22,113.02,113.72,39950460,0.0009682246281137452,0.0009677562009859064,0.232581493910035,109.7945,111.36049999999999
2025-08-14,116.12,117.34,115.4,115.78,14412280,0.018114667604643087,0.01795255186805963,0.22386723454760188,110.346,111.2425
2025-08-15,112.91,113.42,111.46,112.39,30217954,-0.02927966833650031,-0.029716873120682892,0.2501113390842922,110.78,111.12416666666667
2025-08-18,112.41,113.73,110.46,111.87,26172657,-0.0046267461517928155,-0.004637482671336544,0.249288551055612,111.11699999999999,110.98266666666665
2025-08-19,113.21,114.66,111.46,112.88,33920198,0.00902833646196477,0.008987824685719426,0.24733873752499919,111.43350000000001,110.82816666666666
2025-08-20,111.85,113.31,110.36,111.81,29131649,-0.009479092841956027,-0.009524305385281795,0.23818063159738875,111.798,110.68900000000001
2025-08-21,114.43,114.79,112.46,114.08,36624177,0.020302298542169694,0.020098954506709014,0.2432517458100409,112.2065,110.60066666666667
2025-08-22,115.33,115.96,114.61,115.37,40442625,0.011307854137447393,0.011244398273212493,0.2219137540958442,112.51100000000001,110.54433333333333
2025-08-25,115.02,115.84,114.16,115.34,49009033,-0.0002600329375054278,-0.0002600667519317584,0.22082045513494855,112.7635,110.48883333333333
2025-08-26,115.56,116.35,114.25,115.86,17542621,0.004508409918501766,0.004498277481211455,0.21888818598463114,112.984,110.44266666666665
2025-08-27,118.06,119.23,116.16,117.86,43693328,0.017262213015708516,0.017114913741289116,0.21797873031201195,113.203,110.42366666666666
2025-08-28,120.87,121.78,119.54,119.86,17790566,0.016969285593076533,0.01682691562027191,0.2109472260847728,113.623,110.46066666666667
2025-08-29,120.9,122.24,119.98,120.98,7249657,0.009344234940764196,0.009300847648728959,0.20976077551405187,114.03200000000001,110.551
2025-09-01,119.85,120.46,118.37,119.9,30701180,-0.008927095387667339,-0.008967180645299578,0.21438458472460775,114.3765,110.636
2025-09-02,121.28,122.88,120.98,121.59,13167266,0.01409507923269393,0.01399666727485833,0.20807406024868919,114.8835,110.77833333333334
2025-09-03,117.09,117.78,116.61,116.71,9300820,-0.040134879513117894,-0.040962503884064604,0.26059939050313385,115.1665,110.86616666666667
2025-09-04,116.3,117.95,115.47,116.35,43337856,-0.0030845685888098995,-0.0030893356759616013,0.26052911139528634,115.38699999999999,111.00849999999998
2025-09-05,115.52,115.78,113.97,115.13,29956111,-0.010485603781693165,-0.010540965062727664,0.25746334985209296,115.628,111.10583333333332
2025-09-08,114.64,115.69,114.31,114.8,22356401,-0.0028663250238860627,-0.0028704408001070493,0.25615540491218736,115.79450000000001,111.17316666666667
2025-09-09,114.77,114.79,113.87,114.71,25466146,-0.0007839721254355725,-0.0007842795922897675,0.24762375493118652,115.84949999999999,111.257
2025-09-10,115.05,115.06,112.97,114.46,5263236,-0.0021794089442943587,-0.002181787312220146,0.24781343882461102,115.8865,111.35733333333333
2025-09-11,112.76,113.53,111.56,112.77,47259130,-0.014764983400314513,-0.01487507073675989,0.24416934562771525,115.73599999999999,111.40566666666665
2025-09-12,115.73,116.85,113.86,115.3,17554445,0.02243504478141345,0.02218708103081698,0.2340946231715655,115.8815,111.51366666666667
2025-09-15,112.62,113.64,112.11,112.69,45903906,-0.022636600173460586,-0.022896741310755437,0.24851203447627992,115.92250000000001,111.58583333333334
2025-09-16,109.96,110.86,109.64,110.21,17222427,-0.022007276599520842,-0.022253049260807414,0.2585715119639349,115.78900000000002,111.63266666666667
2025-09-17,111.67,112.8,110.28,111.79,48016927,0.01433626712639513,0.01423447457878386,0.26209314694185126,115.78800000000001,111.73100000000001
2025-09-18,113.33,113.39,113.18,113.23,38747158,0.012881295285803729,0.012799037043713782,0.2557617783947699,115.74550000000002,111.81316666666666
2025-09-19,112.92,114.3,112.49,112.75,30193424,-0.004239159233418777,-0.004248169943160507,0.25237530817703735,115.61449999999999,111.89616666666666
2025-09-22,113.09,113.91,112.28,113.79,37140001,0.009223946784922443,0.00918166598612958,0.2549892933500802,115.537,111.99666666666667
2025-09-23,111.46,111.99,109.69,111.14,15771148,-0.023288513929167864,-0.02356397651714217,0.26650207498903994,115.301,112.02016666666667
2025-09-24,110.11,110.46,109.67,109.9,33059795,-0.011157099154219807,-0.011219806442199418,0.2583062936633794,114.90299999999999,112.00383333333333
2025-09-25,113.3,114.08,111.62,113.28,20857138,0.03075523202911734,0.030291768535833916,0.27668088206144714,114.574,112.05216666666666
2025-09-26,114.49,114.8,112.33,113.92,43528778,0.005649717514124353,0.005633817718256064,0.27485716636244045,114.22099999999998,112.11149999999999
2025-09-29,115.42,116.93,115.33,115.78,18761866,0.016327247191011196,0.016195390987192887,0.28198835200159145,114.01500000000001,112.22766666666666
