date,open,high,low,close,volume,returns,volatility,sma_20,sma_60,rsi
2025-01-01,51.65290874254762,52.030724926479316,50.81063011101037,51.36169131363783,3017387,,,,,
2025-01-02,50.492370805466685,50.76968655458663,50.283616972071414,50.58272210538377,9652363,-0.015166346518795781,,,,
2025-01-03,49.73828354862307,50.49361086195582,49.59207759417198,50.054947986377094,9212162,-0.010433881314396598,,,,
2025-01-04,48.26250405909867,48.60466073892315,47.48215676701714,48.017492664625124,4104559,-0.04070437396731452,,,,
2025-01-05,48.38373831176609,48.74290988431343,47.64803495922306,48.53722781061778,4262326,0.010823870992654916,,,,
2025-01-06,49.058339193563036,49.79238095802991,47.96278232771084,48.89347314882149,6494180,0.007339630923993257,,,,
2025-01-07,49.03843962165443,49.73798443854074,48.06947474970401,48.79098127756862,3557471,-0.002096228078150797,,,,
2025-01-08,48.46858396206791,48.82970160741954,47.62525456446434,48.31762982745362,9415464,-0.009701617752308156,,,,
2025-01-09,45.62737110826103,46.586202357051626,44.83521219552357,45.7175127872388,7992694,-0.053813008823074715,,,,
2025-01-10,45.37876343026705,45.5763687616126,44.793788520700566,45.45454296667334,6521610,-0.005752058774266211,,,,
2025-01-11,44.85134167476343,45.50617567718066,44.172283153497155,44.974013038924,8066116,-0.010571658989106059,,,,
2025-01-12,44.238077892694605,44.84454443141441,43.52094139451612,44.2318172438882,9060934,-0.01650277004174483,,,,
2025-01-13,43.54274850170177,43.76311945666638,42.93101942256607,43.34359916815039,6816866,-0.02008097634425232,,,,
2025-01-14,44.33268794114817,44.23954757373864,43.38558085128321,44.02049188385302,1878919,0.0156169014270513,,,,14.864374959250753
2025-01-15,45.15193886142709,45.62047582086386,44.08876984664558,44.879811472053746,2667357,0.019520899277273518,,,,21.335009386084323
2025-01-16,44.80976943837242,45.711884476718865,44.97902735416769,45.145730268622216,9405079,0.005925131765182501,,,,24.812917959617366
2025-01-17,44.608591145466995,45.10057958314847,43.80640153471941,44.467788504327736,7394986,-0.015016741566935554,,,,24.472429320828596
2025-01-18,44.35228945023148,45.17092664631031,44.06130479102436,44.623158430277094,6859269,0.0034939881468185607,,,,31.270152944951647
2025-01-19,44.16320520107697,45.126985696401455,43.72200319492169,44.50850520572191,3210083,-0.002569365965753634,,,,26.729306923523467
2025-01-20,44.0821552009502,43.98130937472158,43.31408686771335,43.95008630029961,6612595,-0.01254634148779521,,46.49366117022577,,22.097709281195776
2025-01-21,45.63611602156117,45.73612917830401,45.04351009709401,45.52891917626199,8785770,0.03592331685482075,0.02007537516517457,46.20202256335698,,34.217961519296665
2025-01-22,45.06125458437393,45.91621589266046,45.02435013874129,45.11882522859864,8822341,-0.009007328860052621,0.019971356913577765,45.92882771951772,,34.428694966230125
2025-01-23,44.55523540854619,45.302194098373754,44.2592443609616,44.5955306333777,6200531,-0.01159814318235497,0.01998816158114249,45.65585685186775,,43.15417888789894
2025-01-24,44.91390947303986,45.30557173400177,44.17237845878437,44.634723664783216,3422129,0.0008788555904339912,0.018225726549534364,45.486718401875656,,44.85740592994023
2025-01-25,45.069920750900245,45.928337280228966,45.24115284925708,45.376996282806225,7753224,0.016629936450321514,0.018509692981136416,45.32870682548508,,52.44747994287478
