date,open,high,low,close,volume,returns,log_returns,volatility,sma_20,sma_60
2025-03-25,57.69,58.42,56.51,57.37,44475412,-0.03757758765307839,-0.03830182661805553,0.2628068377589142,60.794500000000006,62.842
2025-03-26,56.43,56.79,55.65,56.39,14471314,-0.017082098657835054,-0.01722968079468889,0.2659633324675734,60.41600000000001,62.67766666666667
2025-03-27,56.64,56.78,56.14,56.67,11932439,0.004965419400603022,0.004953132362437201,0.26689183374070197,60.0415,62.492
2025-03-28,55.28,56.36,55.05,55.53,46387752,-0.02011646373742726,-0.020321554928012096,0.270100697513698,59.655499999999996,62.26916666666667
2025-03-31,56.01,56.9,55.65,56.37,35607700,0.015126958400864421,0.015013686839967833,0.27904174228667467,59.354000000000006,62.07833333333333
2025-04-01,57.12,57.48,57.04,57.13,13311690,0.01348234876707477,0.01339227064288761,0.25899165770451227,59.0005,61.9125
2025-04-02,56.76,57.64,56.38,56.82,17728842,-0.005426220899702461,-0.005440996310329317,0.2542991018355375,58.6075,61.76316666666666
2025-04-03,56.36,56.62,56.16,56.3,29337108,-0.00915170714537139,-0.009193841280397222,0.25097124222756906,58.246,61.583666666666666
2025-04-04,55.36,55.56,55.18,55.49,24776594,-0.01438721136767307,-0.014491710807834712,0.24614358551113202,57.913,61.39416666666666
2025-04-07,56.61,56.9,55.73,56.32,36308073,0.014957650027031866,0.014846887511977056,0.25004765626984987,57.684000000000005,61.24966666666667
2025-04-08,55.66,55.8,54.89,55.56,45304649,-0.013494318181818121,-0.013586193963643883,0.2473847053700217,57.388999999999996,61.102333333333334
2025-04-09,55.35,55.74,54.71,55.23,18449989,-0.005939524838013077,-0.005957233973046956,0.2397712877582755,57.142999999999994,60.92366666666667
2025-04-10,54.37,55.04,53.6,54.16,39418846,-0.01937352887923227,-0.019563655309076597,0.2457276471866952,56.863,60.71066666666666
2025-04-11,55.77,56.16,55.09,55.84,8407755,0.03101920236336797,0.030547829850097647,0.272353913366814,56.7155,60.54266666666667
2025-04-14,54.27,55.08,53.34,54.11,19311136,-0.030981375358166252,-0.031471446799473196,0.28840422470393967,56.521,60.35
2025-04-15,54.19,54.48,54.16,54.19,15580786,0.0014784697837737504,0.0014773779233788974,0.2887188832827259,56.34749999999999,60.17
2025-04-16,54.9,55.62,54.56,54.9,39020658,0.013102048348403672,0.013016958937462016,0.29306386836210746,56.19500000000001,60.00883333333333
2025-04-17,54.76,54.93,54.38,54.66,27624901,-0.0043715846994535346,-0.004381168015562977,0.29195708821744204,56.0585,59.823
2025-04-18,53.96,54.18,53.42,54.03,6985166,-0.011525795828759566,-0.011592732643947513,0.28165729015150753,55.834,59.63066666666666
2025-04-21,53.21,54.15,52.74,53.45,19813515,-0.010734776975754201,-0.01079281038492016,0.26963026579682237,55.52600000000001,59.450833333333335
