date,open,high,low,close,volume,returns,volatility,sma_20,sma_60,rsi
2025-01-01,196.8642257735668,197.8590344001987,195.65694221411468,197.776281584564,9739202,,,,,
2025-01-02,200.65765319317202,200.1425924432664,198.84584228177147,199.46841051818882,3466505,0.008555772815969975,,,,
2025-01-03,193.8681906972847,196.3885676160502,190.62752646920754,192.78975630435826,7170987,-0.03348226516910835,,,,
2025-01-04,183.41336926883196,185.65885795092044,183.1395524192127,184.28200980593235,8120877,-0.04412966052508871,,,,
2025-01-05,183.8474631954111,186.7572611885437,181.05324962269728,183.93470435989408,3110369,-0.0018846410802878522,,,,
2025-01-06,185.9926876709303,187.71546835142178,183.90964122043275,187.4241150016641,8163485,0.018970920435669836,,,,
2025-01-07,182.54914118637637,184.2613727110122,179.64249538283693,183.2643742502098,9957849,-0.022194266471085355,,,,
2025-01-08,183.8646490106381,183.94665611488688,179.71772192169834,182.3980991878394,4272377,-0.004726914687672501,,,,
2025-01-09,184.75823064259006,184.87518706609353,181.73379095739918,184.44893705787027,2887252,0.011243745845831654,,,,
2025-01-10,183.60000135245087,186.35235174057226,181.94626231526874,183.1539989819597,3751914,-0.007020577600316047,,,,
2025-01-11,171.76341190665119,173.2672891057204,171.99584606672065,173.20554528101079,9218269,-0.054317425533956354,,,,
2025-01-12,176.71402638264436,175.5747706207642,172.19331334020669,175.25098173197946,1474720,0.011809301184036114,,,,
2025-01-13,178.3072076053755,177.22155790112524,176.09266060578483,177.21677924008495,8898267,0.01121704134651802,,,,
2025-01-14,179.26378292479856,182.85397443152584,179.69728653208023,180.68948591597862,5630096,0.01959581192472193,,,,31.63477605309363
2025-01-15,176.34024562835813,177.20425024566813,171.97778125821284,174.94553875814043,5047289,-0.03178905030760426,,,,28.157992011949247
2025-01-16,182.40996528781045,184.39065624261863,180.36474946879554,181.70223342123043,1447527,0.03862170313717472,,,,34.50478454725547
2025-01-17,182.2222517958052,184.03561595713924,181.1534596946985,182.9434231417369,6473438,0.006830899638030852,,,,40.51238963270346
2025-01-18,186.84394051810483,189.51555533570377,184.89957504876975,186.86040095400443,5134425,0.021410869792421128,,,,52.72558866035009
2025-01-19,191.85388709905192,192.38543899128004,187.67158185563162,191.49100899326734,7488173,0.024781109403713364,,,,57.3244116893485
2025-01-20,189.7476188841248,190.89314841702392,187.47364240581533,188.7369909505472,6086207,-0.014381970501899488,,184.59915377202304,,51.290990521624686
2025-01-21,189.6915243044822,190.12984449168135,186.91274802778247,188.69130402561933,7859875,-0.00024206661713632727,0.024643902020667255,184.14490489407584,,55.8062438220903
2025-01-22,186.2082965650753,189.1383606461071,184.89372077631984,187.97436004918063,6717160,-0.00379956024015482,0.024518413474215923,183.57020237062542,,55.98513710438013
2025-01-23,186.94155663342386,192.1625686248848,187.6769965392788,188.49286814782948,5171192,0.002758397999137685,0.023437057030278204,183.355357962799,,54.48807983160995
2025-01-24,193.8450773031666,194.43572615082613,192.47895628284456,193.01650575708797,7404177,0.023998985498542735,0.021704429428680963,183.79208276035678,,60.213735404776166
2025-01-25,186.60349411384024,186.92386033690664,182.25754437046632,185.5852806360864,5688038,-0.038500464464701234,0.02356242618280667,183.87461157416638,,63.525810320347915
2025-01-26,185.5575559048941,185.91957185444062,181.85156610503026,184.83159042001478,8192750,-0.004061152983083405,0.023182914114389705,183.7449853450839,,60.771595678708145
2025-01-27,181.57635801698518,183.68100814523635,179.38870649678864,182.29200024024647,3602611,-0.01374002233058369,0.022839880064132026,183.69636664458577,,55.63344788738224
2025-01-28,177.5204320935532,177.72676864336802,174.48150526319858,176.85176977345066,6556538,-0.029843495378985452,0.02378357315665891,183.4190501738663,,45.91844767935675
2025-01-29,177.38057659576208,179.9093951361129,175.01787544401807,177.2737647018998,4212787,0.0023861504410711554,0.023620168356309378,183.0602915560678,,52.79224074542691
2025-01-30,171.87080977337706,176.30123621261762,172.9094124382602,173.51302612393758,3478722,-0.021214298597912795,0.02399819694492461,182.57824291316666,,39.41827252562154
2025-01-31,177.08248470635047,177.05678066325578,175.48837123835574,176.23381213010086,9385675,0.015680586448995948,0.02094128720292111,182.72965625562117,,41.649443928154
2025-02-01,171.2980021426902,174.8902810037102,170.8658026517496,172.19227198343972,7531794,-0.02293283052674111,0.021439115546865593,182.5767207681942,,31.800966797220354
2025-02-02,179.2572000306814,178.1304422678377,176.38566218388632,177.8776824675218,3082315,0.03301780282351374,0.02259773554512622,182.60976592956604,,33.54049636150893
2025-02-03,182.19284560503604,182.74103832739715,180.02089606560344,181.277216404404,2828719,0.01911163834452867,0.022576370778337428,182.63915245398732,,41.119213818335346
2025-02-04,181.5666195656717,185.74941914581055,180.7709135476284,182.54004984113382,6131135,0.006966310834741751,0.021294524979512907,183.01887800813697,,42.88323793282485
2025-02-05,187.67254237184216,187.80078332993799,183.9417060559399,187.59867360168795,7438793,0.02771240483913906,0.020438841254268657,183.31370001715985,,49.60502571784583
2025-02-06,182.85506818985476,184.12587361083732,182.99327866425512,183.96954807346933,9048489,-0.01934515558422356,0.020931678160192,183.36500626374647,,45.53639936681504
2025-02-07,189.62486253177826,189.49309450402907,187.80587272117046,188.5127850423497,7293956,0.024695592376331676,0.0211165542140623,183.44762546816372,,45.557458392761006
2025-02-08,180.5355980921373,179.60384804840479,179.23567471903016,179.56764785427853,9260826,-0.0474510903123182,0.022876262954540517,182.8514574112143,,44.23625685585585
2025-02-09,180.48526157996736,181.86475691119531,178.1793668964849,180.83141263624293,4990089,0.007037819991883909,0.02281466009496197,182.45617849549907,,46.20566823495273
2025-02-10,175.4014298622058,176.11132026952265,173.4927665809862,174.75373521768432,1776206,-0.0336096330275556,0.023882975582192673,181.75930005510233,,43.299395459124746
2025-02-11,168.9542051495674,171.2075303761205,168.48542644951996,169.02553825699283,3376670,-0.03277868111692195,0.024761403978972262,180.81185896549295,,43.07885984149627
2025-02-12,176.55337383504852,179.10925793895754,175.17306918737737,177.23482505230004,1415524,0.04856832215984719,0.02748623527517967,180.2489568107165,,49.96973252263227
2025-02-13,177.47797910010578,178.12673279197995,177.8600376798275,178.0094561339955,5542923,0.0043706482711107775,0.02682464783248623,179.49860432956183,,53.6651824318555
2025-02-14,184.71884946478355,184.46437900860508,183.02638216854686,183.7290247265535,6527485,0.032130700900814047,0.026650273038282418,179.4057915340852,,55.82482089400076
2025-02-15,178.6526116257102,181.81430532982856,178.2998315756263,180.42595445920517,2958249,-0.0179779448144588,0.02693749431415752,179.1855097360447,,56.47301092140928
2025-02-16,184.31483875005324,186.39287800834455,183.13998289751623,184.00983828087072,8467073,0.019863460511585496,0.027139116774553065,179.27140163807593,,54.98560841300178
2025-02-17,180.95681177556614,184.3688944394403,181.77563594361357,181.84124493139063,5610519,-0.011785203279022327,0.026354325266326598,179.52087539597295,,50.467936541920146
2025-02-18,183.44536189526926,185.54939421750066,181.78355474504468,183.2202120208892,7274513,0.007583357065218399,0.026386818057820883,179.8181977619224,,50.563199558254084
2025-02-19,195.29804970553647,195.88854248213894,193.43374690697726,194.96660604677763,4924399,0.06411079812826115,0.02918803591674738,180.8908767580644,,55.49259277370151
2025-02-20,194.56864170039714,197.69205858768055,193.9147006860378,196.07016564340006,4601861,0.005660249306271847,0.02910348839730554,181.88269443372937,,59.373643278160245
2025-02-21,205.59630341283471,209.29085805114403,205.14260808969254,205.27622157309108,8081217,0.04695286454969594,0.029668677356909128,183.53689191321195,,62.110771826701196
2025-02-22,204.32096845616613,206.6745435907535,203.86061006528988,205.473244452145,5793132,0.0009597939670951128,0.029178470660249162,184.9166700124431,,71.42351010013499
2025-02-23,213.26795365344202,213.32634872334017,209.21869590999873,213.059248221361,2990469,0.036919667032282666,0.029811836452553468,186.50577160329095,,74.12880392900134
2025-02-24,213.09156068241109,215.82097986921283,212.0735968894155,214.31014772514155,3998530,0.005871134504712439,0.029815863854788894,188.09427649749134,,81.92291882103137
2025-02-25,224.74794430316797,228.1910135365719,224.64794381689077,226.39836506427577,1809451,0.05640524943614755,0.03143650858623672,190.03426107062074,,91.99067381113197
2025-02-26,237.40222493044016,240.37391478425874,234.37091764047986,236.19641119506284,8109077,0.04327790144599919,0.03148801840551946,192.6456042267004,,92.17270524696178
2025-02-27,246.85863403112117,250.5861093175461,244.66386659785545,247.15053252043532,1710728,0.04637717088904458,0.03227383614416327,195.57749160060467,,93.16762893960625
2025-02-28,250.19691253694447,253.20909025708556,249.56552025725793,249.9458489805332,2476800,0.01131017777542831,0.028868260032744914,199.0964016569174,,92.90869249044289
2025-03-01,245.11410337232627,246.4166339211112,244.17190648658922,245.3217928253927,8163781,-0.018500231846221515,0.02988200559597841,202.3209206663749,189.792084311299,91.34486357896836
2025-03-02,256.1686442885274,255.82114352009913,252.03155844442477,255.41239685218162,8818015,0.04113211431636188,0.027993427463521126,206.35385374809977,190.752686232426,92.00750589790725
2025-03-03,263.3089144224357,261.8407437934216,258.2271636011145,261.2834016434478,7177988,0.02298637365931766,0.025141804995920877,210.9667469174225,191.7829360845136,94.78628692176379
