date,open,high,low,close,volume,returns,log_returns,volatility,sma_20,sma_60
2025-03-25,183.77,184.84,183.02,183.48,35034590,-0.030130034887408952,-0.030593273056053347,0.26945044822962655,184.32800000000003,201.09466666666668
2025-03-26,185.86,188.29,185.12,186.57,46229815,0.016841072596468276,0.016700834054936355,0.27623270070139955,184.2875,200.6275
2025-03-27,190.56,191.07,187.51,190.23,8456000,0.019617301817012267,0.01942736259614223,0.28276429454387364,184.5105,200.272
2025-03-28,189.24,192.2,188.85,190.2,26052315,-0.00015770383220314876,-0.00015771626876004018,0.2789324886872085,184.60399999999998,199.977
2025-03-31,189.99,193.19,189.36,190.61,9104495,0.002155625657203064,0.0021533056296917236,0.27792741051834857,184.77249999999998,199.60600000000002
2025-04-01,190.53,191.49,188.25,189.59,30445756,-0.0053512407533707895,-0.0053656099270345745,0.2722028322387425,185.03500000000003,199.1635
2025-04-02,188.32,191.41,188.15,188.65,14216933,-0.004958067408618594,-0.004970399403627523,0.2322151445461763,185.5945,198.71616666666668
2025-04-03,189.62,190.25,186.45,189.03,10170915,0.0020143122183937656,0.0020122862117542654,0.22793930053584166,186.0395,198.29866666666666
2025-04-04,187.4,188.02,185.59,187.42,40466084,-0.008517166587314273,-0.008553644926396344,0.23128539308058838,186.386,197.85783333333333
2025-04-07,183.69,185.02,182.78,183.75,21261375,-0.01958168818695971,-0.019775949602731446,0.216069601031077,186.268,197.4015
2025-04-08,182.12,182.72,179.49,181.88,34291916,-0.010176870748299316,-0.010229009136136242,0.21605057006880196,186.1515,196.91016666666667
2025-04-09,180.47,181.15,179.29,180.63,36765415,-0.006872663294479886,-0.0068963888123436635,0.21715606393360046,185.993,196.41583333333332
2025-04-10,178.92,180.09,177.62,178.71,20387530,-0.010629463544261641,-0.010686359835760282,0.20359547358488028,185.955,195.86933333333334
2025-04-11,179.97,180.95,179.23,180.52,5005003,0.010128140562923216,0.010077194650094719,0.20595700060438743,185.95850000000002,195.33283333333333
2025-04-14,186.61,187.81,185.08,186.56,27017494,0.033458896521161074,0.0329113282033271,0.2289189730847225,186.0945,194.96116666666666
2025-04-15,184.87,186.89,184.0,185.4,14482070,-0.0062178387650085876,-0.00623725003037279,0.22485878504111687,186.0455,194.55249999999998
2025-04-16,185.39,187.5,184.86,185.31,24558938,-0.0004854368932039055,-0.00048555475583733767,0.22459590671603522,186.02100000000002,194.01983333333334
2025-04-17,187.75,190.15,187.6,188.19,48528097,0.015541525012141788,0.0154219924008441,0.23131280336009274,186.1385,193.603
2025-04-18,191.59,192.71,189.55,190.81,20456021,0.013922100005313798,0.013826077765488777,0.2355132911590712,186.336,193.18033333333332
2025-04-21,192.55,194.94,189.72,192.01,28909031,0.006288978565064607,0.0062692854625747045,0.23261278794238968,186.4775,192.72083333333333
2025-04-22,190.84,191.27,189.37,190.87,41409230,-0.005937190771313938,-0.005954885963024172,0.2039745116140446,186.84699999999998,192.2495
2025-04-23,191.99,193.23,188.83,191.3,23492955,0.002252842248650966,0.0022503084044063018,0.1963796233002057,187.08350000000002,191.8875
2025-04-24,194.79,194.9,192.2,194.23,13041102,0.015316257187663274,0.015200147397834199,0.19160121886892637,187.2835,191.51783333333333
2025-04-25,189.66,192.43,187.58,189.65,29302891,-0.02358029140709461,-0.023862755709133456,0.21073928351469598,187.25600000000003,191.09616666666665
2025-04-28,191.61,192.18,191.3,191.35,32666981,0.008963880833113613,0.008923943736803308,0.21306216585705928,187.293,190.75199999999998
2025-04-29,194.73,196.98,191.7,194.48,25035818,0.016357460151554815,0.01622511813615672,0.21929729423286207,187.5375,190.5168333333333
2025-04-30,195.72,197.32,193.04,194.69,23715941,0.0010798025503908626,0.001079219982951104,0.21803217125556187,187.8395,190.22166666666666
2025-05-01,192.85,192.95,191.01,192.18,39709890,-0.012892290307668586,-0.012976117141697155,0.22405404513940602,187.997,189.90683333333334
2025-05-02,192.98,194.24,190.19,193.41,5681230,0.006400249765844412,0.0063798551415165895,0.22196707726649728,188.2965,189.611
