date,open,high,low,close,volume,returns,log_returns,volatility,sma_20,sma_60
2025-03-25,136.54,137.66,134.95,136.44,22179619,-0.023195876288659822,-0.023469134540847123,0.15438369777700334,141.69750000000002,146.17566666666667
2025-03-26,138.41,138.95,138.31,138.65,14076895,0.016197596012899496,0.016067814511342114,0.16651092386310393,141.407,145.971
2025-03-27,139.57,140.01,137.91,139.11,9922878,0.0033177064551028757,0.003312215009692208,0.16750122364774506,141.162,145.78333333333333
2025-03-28,141.24,142.04,140.04,141.26,11979949,0.015455395011142015,0.015337176909296807,0.17812817006307863,141.042,145.65533333333332
2025-03-31,140.35,140.98,138.6,140.78,25443600,-0.003397989522865519,-0.0034037758007905384,0.17079609681930732,141.0035,145.50183333333334
2025-04-01,143.51,144.3,141.97,143.17,46031390,0.016976843301605316,0.01683434719225059,0.1813994911275098,141.08049999999997,145.3273333333333
2025-04-02,143.24,143.56,141.59,143.22,21100145,0.00034923517496698864,0.00034917420655773386,0.17360813266248662,141.05599999999998,145.13183333333333
2025-04-03,150.01,151.66,148.67,150.05,32824761,0.047688870269515515,0.046586662307582474,0.24289626096668482,141.36200000000002,145.0665
2025-04-04,148.56,151.38,148.33,149.28,33584852,-0.005131622792402646,-0.00514483478734254,0.23945095020298943,141.7095,145.04483333333332
2025-04-07,152.86,153.95,151.04,153.22,38867769,0.026393354769560506,0.026051059989641117,0.254030396735849,142.2195,145.15333333333334
2025-04-08,156.02,156.68,155.42,155.71,11988277,0.01625114214854473,0.016120505764658604,0.2579663070756024,142.8165,145.28783333333334
2025-04-09,156.72,159.15,156.6,156.96,24005539,0.008027743882859095,0.007995692963719572,0.24821351158248353,143.583,145.46516666666668
2025-04-10,160.34,161.32,159.17,160.28,6535488,0.021151885830784867,0.02093128995089081,0.2544517023166388,144.4865,145.73149999999998
2025-04-11,157.14,159.38,156.7,157.76,15959951,-0.01572248565011236,-0.015847394913618577,0.2646468326611585,145.2795,145.9406666666667
2025-04-14,154.78,156.13,153.85,154.87,34744112,-0.018318965517241326,-0.018488835526242198,0.2718598764578326,146.00600000000003,146.07700000000003
2025-04-15,159.35,161.44,157.17,158.72,24049079,0.024859559630658,0.02455558820847966,0.2793477093008384,146.9365,146.26583333333335
2025-04-16,162.96,164.21,161.63,162.73,21913639,0.025264616935483764,0.024950742135960196,0.28700421560397577,148.04,146.534
2025-04-17,163.41,165.82,161.84,163.0,28589952,0.001659190069440264,0.0016578151342394574,0.28633800681880794,149.16,146.75466666666665
2025-04-18,164.56,166.18,163.68,164.69,17083997,0.01036809815950912,0.010314718079354631,0.2721608467864609,150.47899999999998,147.01000000000002
2025-04-21,164.5,165.26,163.28,164.52,38502373,-0.001032242394802263,-0.0010327755238936196,0.27438774980413716,151.721,147.26833333333335
2025-04-22,165.39,166.85,164.85,165.22,47645806,0.004254801847799694,0.004245775772135931,0.24860958030017774,153.16,147.5148333333333
2025-04-23,161.96,162.41,159.63,162.39,19006623,-0.017128676915627694,-0.01727706965736306,0.2647335471092358,154.347,147.74816666666666
