date,open,high,low,close,volume,returns,log_returns,volatility,sma_20,sma_60
2025-03-25,104.35,105.85,103.14,104.23,26062297,-0.0033467202141900243,-0.003352333008753561,0.22136834554652707,99.7225,95.18900000000001
2025-03-26,104.19,104.85,103.3,103.99,45956770,-0.002302600019188472,-0.0023052550790896614,0.1988828635283508,100.068,95.34416666666667
2025-03-27,103.83,104.92,102.11,103.45,26222594,-0.005192807000673039,-0.005206336480589259,0.20113349711343173,100.3615,95.50683333333333
2025-03-28,105.77,106.11,105.61,106.06,8942887,0.025229579507008104,0.024916567517431785,0.20891832854697945,100.6935,95.68933333333334
2025-03-31,105.22,106.28,104.09,105.46,47535865,-0.005657175183858221,-0.005673237606660238,0.2095939238065936,100.945,95.86683333333333
2025-04-01,103.43,104.0,102.94,103.04,9867200,-0.022947088943675253,-0.023214471746280163,0.22626266284872312,101.10999999999999,96.00933333333334
2025-04-02,104.29,104.45,103.3,104.29,23389972,0.012131211180124168,0.012058217777077959,0.22559833275526842,101.381,96.14000000000001
2025-04-03,102.24,102.68,100.94,101.97,11266289,-0.0222456611372136,-0.02249682775698723,0.20813932919474004,101.69300000000001,96.25283333333333
2025-04-04,99.38,99.89,99.24,99.27,25239315,-0.026478375992939118,-0.026835241774503863,0.23090598419298988,101.81750000000001,96.32683333333333
2025-04-07,96.71,97.87,96.4,96.71,15325205,-0.025788254256069343,-0.026126600872758688,0.2479467373984612,101.7695,96.39516666666667
2025-04-08,92.32,92.74,92.05,92.4,16647444,-0.04456622893185802,-0.04558983108123324,0.29128316024307976,101.471,96.3435
2025-04-09,93.26,94.43,91.67,92.91,35930539,0.00551948051948048,0.005504304005582603,0.29270020457002505,101.2225,96.32116666666667
2025-04-10,92.75,93.33,92.44,92.85,16072190,-0.0006457862447529772,-0.0006459948545063076,0.29264985373220126,100.9935,96.33933333333333
2025-04-11,90.56,91.74,89.51,90.8,34540442,-0.0220786214324179,-0.02232600219146721,0.30020035321898375,100.6485,96.3295
2025-04-14,90.32,91.11,90.11,90.5,43589279,-0.0033039647577092213,-0.0033094349013671424,0.2849960672562546,100.18199999999999,96.29116666666667
2025-04-15,89.86,90.47,88.54,89.74,28325022,-0.008397790055248655,-0.008433250158043188,0.26753468759275556,99.56949999999999,96.23116666666667
2025-04-16,91.0,91.89,89.88,91.03,8635109,0.014374860708714188,0.014272521969360259,0.2702685149461943,98.963,96.20866666666667
2025-04-17,92.85,93.95,91.82,92.72,31652204,0.018565308140173542,0.018395076514298822,0.2840607953625992,98.458,96.25433333333332
2025-04-18,92.01,92.51,90.62,91.96,43692616,-0.008196721311475419,-0.00823049913651548,0.2825282867406529,97.898,96.25233333333333
2025-04-21,91.66,92.21,91.08,92.05,15542158,0.000978686385384897,0.0009782077841060108,0.2744476506343783,97.2715,96.2525
2025-04-22,94.85,95.42,94.68,94.77,11570378,0.029549158066268344,0.029120995803016664,0.30242596585047665,96.7985,96.26383333333334
2025-04-23,93.75,94.6,93.24,93.83,24418810,-0.009918750659491327,-0.009968269180145149,0.30287575800544136,96.2905,96.28150000000001
2025-04-24,94.54,95.15,93.82,94.37,18746193,0.0057550889907280744,0.005738591731283522,0.3052448261326352,95.8365,96.31833333333334
2025-04-25,93.13,93.8,91.84,93.18,25962985,-0.012609939599449005,-0.012690119644590981,0.28542756165033206,95.19250000000001,96.35849999999999
2025-04-28,92.32,92.85,90.95,92.26,34416595,-0.009873363382700173,-0.00992242825897626,0.285694243283015,94.5325,96.40133333333333
2025-04-29,90.96,92.6,89.63,91.24,18663980,-0.011055712117927663,-0.011117280713487252,0.27967429529561477,93.94250000000001,96.42533333333333
2025-04-30,91.22,91.82,89.78,90.91,45363278,-0.003616834721613338,-0.003623391282420451,0.2716693711529155,93.27349999999998,96.42833333333334
2025-05-01,90.66,91.65,89.94,90.82,12539895,-0.0009899901000990363,-0.0009904804639618103,0.2659562593746744,92.71600000000001,96.416
2025-05-02,94.23,94.37,93.2,93.7,21792483,0.031711076855318376,0.031218663574571596,0.28500817264140055,92.43749999999999,96.41916666666665
2025-05-05,94.96,94.98,94.72,94.87,22879093,0.012486659551760981,0.012409344160409,0.2761825532010205,92.3455,96.43516666666666
2025-05-06,95.7,97.01,95.35,95.75,42628251,0.009275851164751714,0.009233094655969857,0.22431644889902255,92.513,96.50266666666667
2025-05-07,96.92,98.09,95.71,97.63,9435659,0.01963446475195818,0.019444195176824698,0.23279223804281782,92.749,96.56266666666667
2025-05-08,99.62,100.72,99.11,99.37,44036093,0.017822390658609022,0.017665434005691868,0.23855480268686052,93.075,96.64883333333333
2025-05-09,98.1,98.84,96.95,98.11,5121059,-0.012679883264566816,-0.012760959067972595,0.2272508104380032,93.4405,96.73700000000001
2025-05-12,99.16,100.65,98.06,99.41,46891529,0.01325043318723873,0.013163414048754237,0.22781420684064502,93.886,96.87266666666667
2025-05-13,100.01,100.92,99.42,100.16,31799922,0.007544512624484412,0.0075161951277345875,0.22252886600932684,94.40700000000001,97.041
2025-05-14,98.21,99.35,96.74,98.0,15864728,-0.021565495207667706,-0.02180142868121645,0.2396441791472085,94.75550000000001,97.15483333333333
2025-05-15,97.36,98.51,97.08,97.56,19204907,-0.00448979591836729,-0.004499905322852328,0.23473129598199866,94.9975,97.23866666666666
2025-05-16,97.37,98.56,96.83,97.92,8269067,0.0036900369003689537,0.003683245416296368,0.2312116165914538,95.2955,97.3035
2025-05-19,95.26,96.77,94.04,95.68,18897527,-0.02287581699346397,-0.023141528561694262,0.24912385984914803,95.477,97.32116666666666
2025-05-20,98.28,99.35,97.3,98.5,39078854,0.02947324414715702,0.029047257975721424,0.24901284924165157,95.6635,97.39483333333332
2025-05-21,97.83,97.94,97.52,97.7,26469871,-0.008121827411167515,-0.008154989129306144,0.24794688941363177,95.857,97.40516666666666
2025-05-22,96.83,98.27,95.73,97.28,26454587,-0.004298874104401218,-0.00430814083088017,0.24856931682810404,96.0025,97.40016666666666
2025-05-23,96.09,97.41,95.81,96.26,46326052,-0.010485197368421018,-0.010540554342893532,0.2470641406690851,96.1565,97.3475
2025-05-26,95.32,96.37,94.55,95.07,48679612,-0.012362351963432494,-0.012439401504024365,0.24876821148030592,96.297,97.25816666666668
2025-05-27,95.67,97.13,95.55,95.92,21382942,0.008940780477542987,0.008901048348319857,0.24536023413255215,96.53099999999999,97.1945
2025-05-28,96.4,98.2,95.79,96.96,20050326,0.010842368640533673,0.010784011601745412,0.245855363899323,96.8335,97.16266666666667
2025-05-29,96.48,96.83,95.88,96.36,35088235,-0.006188118811881083,-0.0062073445743336,0.24775469087139268,97.1105,97.17316666666667
2025-05-30,92.39,93.72,91.8,92.37,21703099,-0.04140722291407217,-0.04228892714215186,0.27058151050031365,97.04400000000001,97.09966666666666
2025-06-02,94.28,94.69,93.4,94.55,12689830,0.023600736169752112,0.02332654449994783,0.2803956555361138,97.02799999999999,97.04766666666667
2025-06-03,92.86,94.1,92.37,92.4,41864187,-0.022739291380222015,-0.023001816456827934,0.289209100232003,96.8605,96.94816666666665
2025-06-04,91.04,91.63,89.88,91.22,43273339,-0.012770562770562877,-0.012852807364084208,0.2803610242647204,96.54,96.83716666666668
2025-06-05,91.67,91.85,90.55,91.32,21091457,0.0010962508221881162,0.0010956503780404042,0.269781139257443,96.1375,96.73533333333333
2025-06-06,92.7,94.08,90.62,91.97,36614577,0.007117827420061396,0.0070926152530115276,0.27055995903620184,95.8305,96.63983333333334
2025-06-09,92.02,93.01,90.9,91.81,26010432,-0.0017396977275198067,-0.0017412127589975645,0.2636996286557348,95.4505,96.50616666666669
2025-06-10,91.06,91.73,90.4,90.62,49252420,-0.012961551029299634,-0.013046284916616488,0.2620016041690219,94.9735,96.31666666666666
2025-06-11,90.42,91.91,89.12,90.82,32545613,0.0022070183182518743,0.0022045864308127628,0.25540649020925194,94.61449999999999,96.111
2025-06-12,89.22,89.48,88.69,89.22,43638730,-0.017617264919621123,-0.017774295969686254,0.26016928437267917,94.1975,95.88433333333334
2025-06-13,90.86,92.47,90.08,91.17,18073071,0.02185608607935441,0.021620665896692693,0.2751559455259492,93.85999999999999,95.68450000000001
2025-06-16,91.87,93.08,90.48,91.67,38271127,0.005484260173302724,0.005469276376872948,0.2668515927140397,93.65950000000001,95.46933333333335
2025-06-17,93.16,93.61,92.98,93.1,28001995,0.0155994327479001,0.015479012309337167,0.24910015135806657,93.3895,95.28383333333333
2025-06-18,94.49,95.07,93.89,94.69,29187235,0.017078410311493153,0.01693421371238748,0.2577332914739366,93.239,95.12883333333335
2025-06-19,95.91,97.12,95.42,95.71,20524527,0.010771992818671361,0.010714388212406268,0.2610446995503216,93.1605,94.99983333333333
2025-06-20,94.28,95.01,93.02,94.83,45704395,-0.009194441542158538,-0.009236971312178977,0.26044142825534294,93.089,94.81266666666667
2025-06-23,94.16,94.59,93.04,94.07,49850970,-0.008014341453126739,-0.008046628911776075,0.2582896326657721,93.039,94.62283333333333
2025-06-24,94.99,95.56,94.78,95.08,49312689,0.010736685447007677,0.010679456508133234,0.25922817121626723,92.997,94.49016666666667
2025-06-25,92.56,92.72,92.38,92.43,25504814,-0.02787126630206138,-0.028267041215306887,0.27318237199806,92.7705,94.2925
2025-06-26,89.88,90.5,89.58,90.12,15830648,-0.02499188575137945,-0.025309485712642587,0.2846913603110912,92.4585,94.095
2025-06-27,91.33,92.76,90.2,91.76,14854762,0.018197958277851756,0.018034357257071566,0.2557057656421022,92.428,93.96983333333334
2025-06-30,91.58,92.08,91.09,91.48,20997196,-0.0030514385353095363,-0.003056103666534894,0.239798940163016,92.2745,93.88266666666667
2025-07-01,91.7,92.81,90.94,91.57,47613411,0.0009838216003497102,0.0009833379650602899,0.22639431435972485,92.23299999999999,93.86883333333331
2025-07-02,90.67,91.23,89.38,91.18,15173817,-0.004259036802446103,-0.004268132334345309,0.22217972960538349,92.231,93.83999999999999
2025-07-03,91.1,92.74,90.51,91.5,21448437,0.003509541566132812,0.003503397496180169,0.2224922880200198,92.24,93.81750000000001
2025-07-04,90.49,90.84,90.24,90.34,14791009,-0.012677595628415306,-0.012758642055017533,0.225396416758074,92.1585,93.80983333333333
2025-07-07,90.61,91.96,88.9,90.22,39809701,-0.001328315253486867,-0.0013291982462082723,0.2253783422738963,92.079,93.80516666666668
2025-07-08,91.39,92.48,90.41,91.42,35394396,0.013300820217246656,0.013213140923348365,0.22582635718752825,92.119,93.83316666666668
2025-07-09,88.84,88.98,87.99,88.86,8588349,-0.028002625246116852,-0.02840217539583592,0.24730049364087225,92.021,93.797
2025-07-10,89.12,90.11,87.88,89.28,25451121,0.004726536124240344,0.004715401125238358,0.2399663676741212,92.024,93.73966666666666
2025-07-11,87.55,88.15,87.14,87.75,35927926,-0.017137096774193505,-0.017285636287025574,0.2329863654578693,91.85300000000001,93.6695
2025-07-14,88.11,88.41,87.37,87.87,10792214,0.0013675213675214959,0.0013665871617767381,0.2317325476516965,91.663,93.59983333333334
2025-07-15,87.94,88.65,87.57,88.34,47534374,0.005348810743143195,0.005334556660628518,0.22413158419886436,91.425,93.49266666666666
2025-07-16,87.91,89.0,86.96,87.99,49603321,-0.003961965134706924,-0.003969834510911154,0.21182932180967448,91.09,93.39533333333333
2025-07-17,85.35,86.49,85.12,85.35,8591382,-0.030003409478349785,-0.03046272241701971,0.2242773421945277,90.572,93.24499999999999
2025-07-18,85.06,85.12,84.89,85.02,42073342,-0.0038664323374341114,-0.0038739263098055664,0.22394703226803025,90.0815,93.109
2025-07-21,85.61,86.58,84.54,85.8,41060121,0.00917431192660545,0.009132483563272474,0.22947763858216294,89.66799999999999,93.00133333333333
2025-07-22,87.3,87.82,86.23,87.53,12712861,0.020163170163170152,0.019962585250430025,0.23997312295431245,89.2905,92.93950000000001
2025-07-23,88.96,89.11,87.21,88.42,45646190,0.010167942419741838,0.010116596653750549,0.2274886836988043,89.09,92.89799999999998
2025-07-24,90.0,90.33,89.7,90.25,29334360,0.020696674960416273,0.02048540881489323,0.22434274066136747,89.0965,92.8885
2025-07-25,90.69,90.72,89.79,90.45,38731526,0.002216066481994572,0.0022136146283139512,0.2142524348747793,89.031,92.83433333333333
2025-07-28,88.29,88.83,88.2,88.4,33046663,-0.022664455500276404,-0.0229252421977064,0.22805675388051,88.877,92.7265
2025-07-29,88.68,89.36,87.97,88.46,23569253,0.0006787330316739837,0.000678502796582725,0.2280132579750314,88.7215,92.605
2025-07-30,88.47,89.46,87.76,88.08,20145960,-0.004295726882206585,-0.004304980025756115,0.22801891124442056,88.56649999999999,92.44583333333334
2025-07-31,87.26,88.41,86.78,87.68,43617582,-0.004541326067211582,-0.004551669214719075,0.2274023860622297,88.3755,92.251
2025-08-01,87.7,88.38,86.96,87.92,42117747,0.0027372262773721623,0.002733486895660419,0.2243943295846314,88.25450000000001,92.08116666666666
2025-08-04,89.52,90.12,88.81,89.41,47468936,0.016947224749772394,0.01680522265186065,0.23351361678514615,88.21400000000001,91.9145
2025-08-05,88.38,88.87,87.77,88.84,37621224,-0.0063751258248517795,-0.006395533720999978,0.2286551742872469,88.08500000000001,91.72583333333334
2025-08-06,88.37,89.19,87.41,88.07,27698172,-0.008667266996848388,-0.008705046208858697,0.20812042527775015,88.0455,91.56033333333333
2025-08-07,87.98,88.7,87.23,88.26,40302561,0.0021573748154877226,0.0021550510240330727,0.20748572865991793,87.99449999999999,91.40533333333335
2025-08-08,87.72,88.4,87.35,87.47,23905441,-0.008950827101744885,-0.00899112640963765,0.20069977694872948,87.98049999999999,91.23116666666668
